incident_number,call_type,date,bpd_area,officers_involved,subject_id,race,age,gender,subject_mh,subject_alcohol,subject_drug,physical_emptyhand,oc_spray_display,oc_spray,taser_display,taser,firearm_pointed,firearm_fired,sub_refused_commands,sub_walk_ran,sub_threats,sub_escape,sub_assault_cues,sub_passive,sub_active,sub_assaultive,sub_used_weapon,arrest,most_serious_charge,officer_injured,subject_injured,subject_medical
15BU008549,Search Warrant,2015-04-09 01:01:00,A,1,Subject 1058,African American,19,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU008549,Search Warrant,2015-04-09 01:01:00,A,1,Subject 1032,Asian,20,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU008549,Search Warrant,2015-04-09 01:01:00,A,1,Subject 971,African American,20,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU008921,Assist - Agency,2015-04-12 20:06:00,NA,1,Subject 581,White,44,Female,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU008928,Welfare Check,2015-04-12 21:03:00,B,1,Subject 484,White,37,Female,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,TRUE,Transported to ER
15BU009017,Resisting Arrest,2015-04-13 20:45:00,D,1,Subject 279,White,50,Male,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J,FALSE,TRUE,Transported to ER
15BU009291,Intoxication,2015-04-16 01:45:00,C,1,Subject 725,White,52,Female,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,Transported to ER
15BU009549,Assault - Simple,2015-04-17 21:20:00,D,1,Subject 891,White,56,Male,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor) 13 VSA 1028(A)(1) 13B,FALSE,FALSE,No
15BU009651,Domestic Assault - Misd,2015-04-18 18:49:00,E,1,Subject 823,White,36,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Domestic Assault 13 VSA 1042 13B,FALSE,FALSE,No
15BU010087,Intoxication,2015-04-23 12:32:00,B,2,Subject 1345,White,29,Male,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Transported to ER
15BU010265,Disorderly Conduct,2015-04-25 01:44:00,D,1,Subject 368,White,28,Male,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU005313,Drugs,2015-04-27 23:06:00,A,1,Subject 144,African American,36,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Drugs - Heroin, Possession 2+ Grams 18 VSA 4233(A)(4) 35A",FALSE,FALSE,No
15BU005131,Drugs,2015-04-29 11:50:00,NA,1,Subject 393,White,45,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU005131,Drugs,2015-04-29 11:50:00,NA,1,Subject 602,White,27,Male,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Drugs - Heroin, Sale Felony 18 VSA 4233(A)(1) 35A",FALSE,FALSE,No
15BU011208,Mental Health Issue,2015-05-03 21:15:00,A,1,Subject 737,African American,31,Male,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,TRUE,Transported to ER
15BU011519,Assault - Simple,2015-05-06 13:41:00,D,3,Subject 470,White,24,Male,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Felony) 13 VSA 1028(A)(2) 13A,TRUE,TRUE,No
15BU011609,Mental Health Issue,2015-05-07 14:11:00,E,1,Subject 447,White,22,Female,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU012082,Disorderly Conduct,2015-05-10 23:35:00,B,1,Subject 1033,African American,22,Male,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor) 13 VSA 1028(A)(1) 13B,FALSE,FALSE,No
15BU012305,Disorderly Conduct,2015-05-13 00:06:00,C,2,Subject 946,White,28,Male,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,No
15BU012308,Disorderly Conduct,2015-05-13 03:45:00,C,2,Subject 946,White,28,Male,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,No
15BU012532,Disorderly Conduct,2015-05-15 01:51:00,C,2,Subject 278,White,32,Female,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Assault With Bodily Fluids (Misdemeanor) 13 VSA 1028(B)(1) 13B,FALSE,FALSE,Transported to ER
15BU012637,Assault - Simple,2015-05-15 20:57:00,D,1,Subject 1209,White,25,Male,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Simple Assault 13 VSA 1023 13B,FALSE,FALSE,No
15BU012665,Assault - Simple,2015-05-16 00:06:00,D,2,Subject 778,White,22,Male,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Resisting Arrest 13 VSA 3017 90Z,FALSE,TRUE,No
15BU012813,Disorderly Conduct,2015-05-17 02:20:00,D,1,Subject 6,Hispanic/Latino,26,Female,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Disorderly Conduct - All Other 13 VSA 1026 90C,FALSE,FALSE,No
15BU012814,Assault - Simple,2015-05-17 02:20:00,B,3,Subject 1033,African American,40,Male,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Assault With Bodily Fluids (Misdemeanor) 13 VSA 1028(B)(1) 13B,TRUE,FALSE,No
15BU012844,Resisting Arrest,2015-05-17 12:00:00,D,1,Subject 279,White,50,Male,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Resisting Arrest 13 VSA 3017 90Z,FALSE,TRUE,Evaluated at scene
15BU012901,Arrest on Warrant,2015-05-17 21:51:00,D,2,Subject 609,White,25,Male,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Resisting Arrest 13 VSA 3017 90Z,FALSE,FALSE,Evaluated at scene
15BU005894,Drugs - Sale,2015-05-20 15:00:00,B,1,Subject 609,White,25,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Drugs - Heroin, Possession (Misdemeanor) 18 VSA 4233(A)(1) 35A",FALSE,FALSE,No
15BU005894,Drugs - Sale,2015-05-20 19:30:00,B,1,Subject 955,White,27,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU005894,Drugs - Sale,2015-05-20 20:00:00,B,1,Subject 1374,African American,26,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU013374,Arrest on Warrant,2015-05-22 06:22:00,C,1,Subject 1156,White,40,Male,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,No
15BU013501,Disturbance,2015-05-23 01:51:00,D,1,Subject 13,White,24,Male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU013505,Disturbance,2015-05-23 02:33:00,D,1,Subject 1216,White,32,Male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU013787,Intoxication,2015-05-25 19:03:00,Airport,1,Subject 508,White,55,Male,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,Transported to ER
15BU014109,Missing Person,2015-05-29 06:20:00,B,1,Subject 347,African American,29,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU014542,Assault - Simple,2015-06-01 22:43:00,C,1,Subject 434,White,30,Female,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor) 13 VSA 1028(A)(1) 13B,FALSE,FALSE,Evaluated at scene
15BU014591,Assist - Agency,2015-06-02 15:15:00,C,1,Subject 486,White,41,Male,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,No
15BU014791,Search Warrant,2015-06-04 00:26:00,B,1,Subject 1257,White,31,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU014769,Eluding Police,2015-06-04 16:49:00,B,1,Subject 578,African American,34,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Eluding A Police Officer - Misdemeanor 23 VSA 1133(B)(1) 90Z,FALSE,FALSE,No
15BU011601,Drugs,2015-06-04 20:00:00,B,1,Subject 333,White,49,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,No
15BU011601,Drugs,2015-06-04 20:03:00,B,1,Subject 329,African American,26,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Conspiracy 13 VSA 1404 90Z,FALSE,FALSE,No
15BU014984,Resisting Arrest,2015-06-06 16:09:00,D,1,Subject 1261,White,26,Male,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Disorderly Conduct - All Other 13 VSA 1026 90C,FALSE,FALSE,Transported to ER
15BU015096,Retail Theft,2015-06-07 19:20:00,E,1,Subject 879,White,56,Male,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Resisting Arrest 13 VSA 3017 90Z,FALSE,TRUE,No
15BU015247,Assist - Agency,2015-06-09 15:45:00,E,2,Subject 96,White,30,Male,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,No
15BU015333,Suicide - Attempted,2015-06-10 11:57:00,B,1,Subject 656,White,64,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,No
15BU015789,Resisting Arrest,2015-06-13 23:28:00,C,3,Subject 1000,White,52,Male,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Resisting Arrest 13 VSA 3017 90Z,FALSE,TRUE,Transported to ER
15BU016403,Domestic Assault - Felony,2015-06-19 23:31:00,A,1,Subject 1271,White,48,Female,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,FALSE,FALSE,No
15BU016435,Assault - Simple,2015-06-20 01:59:00,D,1,Subject 811,White,60,Male,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Assault With Bodily Fluids (Misdemeanor) 13 VSA 1028(B)(1) 13B,FALSE,FALSE,No
15BU016327,Disorderly Conduct,2015-06-20 15:10:00,D,1,Subject 266,White,28,Male,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Resisting Arrest 13 VSA 3017 90Z,FALSE,FALSE,No
15BU016585,Intoxication,2015-06-21 22:57:00,B,1,Subject 582,White,26,Male,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Transported to ER
15BU016800,Burglary,2015-06-24 03:53:00,C,1,Subject 239,White,41,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Burglary 13 VSA 1201 220,FALSE,FALSE,No
15BU016800,Burglary,2015-06-24 03:53:00,C,1,Subject 1098,White,30,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Burglary 13 VSA 1201 220,FALSE,FALSE,No
15BU016805,Overdose,2015-06-24 08:47:00,D,1,Subject 16,White,45,Male,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,Evaluated at scene
15BU016960,Intoxication,2015-06-25 15:30:00,D,1,Subject 1242,White,46,Male,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,No
15BU001690,Traffic,2015-06-25 15:39:00,D,1,Subject 1242,White,46,Male,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU017012,Assault - Aggravated,2015-06-26 01:57:00,B,4,Subject 18,White,37,Male,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Aggravated Assault 13 VSA 1024 13A,FALSE,FALSE,No
15BU017215,Assault - Simple,2015-06-28 01:52:00,A,2,Subject 920,White,22,Male,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,TRUE,TRUE,Transported to ER
15BU017251,Domestic Assault - Misd,2015-06-28 19:43:00,B,2,Subject 943,African American,32,Male,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Domestic Assault 13 VSA 1042 13B,FALSE,FALSE,Transported to ER
15BU017521,Arrest on Warrant,2015-07-01 13:29:00,C,1,Subject 813,White,53,Male,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Resisting Arrest 13 VSA 3017 90Z,FALSE,TRUE,Evaluated at scene
15BU017598,Violation of Conditions of Release,2015-07-02 02:32:00,B,2,Subject 1209,White,25,Male,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Disorderly Conduct - All Other 13 VSA 1026 90C,TRUE,FALSE,Evaluated at scene
15BU017628,Disorderly Conduct,2015-07-02 12:40:00,D,1,Subject 1348,White,43,Male,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Cruelty To Animals (Felony) 13 VSA 352 720,FALSE,FALSE,No
15BU018388,Retail Theft,2015-07-09 16:41:00,D,2,Subject 1043,White,26,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU018439,Assault - Simple,2015-07-10 02:14:00,D,2,Subject 377,African American,33,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,No
15BU018439,Assault - Simple,2015-07-10 02:15:00,D,1,Subject 263,African American,NA,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU018764,Trespass,2015-07-12 17:31:00,D,1,Subject 353,White,35,Male,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J,FALSE,FALSE,Evaluated at scene
15BU018803,Violation of Conditions of Release,2015-07-13 10:00:00,B,2,Subject 814,White,27,Male,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",FALSE,FALSE,Transported to ER
15BU019239,Arrest on Warrant,2015-07-17 09:54:00,B,4,Subject 102,White,44,Male,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,No
15BU019265,Ordinance Violation - Other,2015-07-17 14:09:00,D,1,Subject 350,African American,22,Male,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,No
15BU019281,Resisting Arrest,2015-07-17 17:18:00,B,1,Subject 1381,White,28,Male,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Resisting Arrest 13 VSA 3017 90Z,TRUE,FALSE,Transported to ER
15BU019334,Disturbance,2015-07-18 01:20:00,C,1,Subject 859,White,29,Male,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU019334,Disturbance,2015-07-18 01:20:00,C,2,Subject 183,White,29,Male,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Unlawful Trespass (Felony) 13 VSA 3705(D) 90J,FALSE,FALSE,No
15BU019508,Drugs,2015-07-19 21:59:00,D,1,Subject 172,White,51,Male,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inciting To Felony 13 VSA 7 90Z,FALSE,FALSE,No
15BU019524,Vandalism,2015-07-20 01:42:00,B,1,Subject 800,African American,22,Male,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU019684,Disorderly Conduct,2015-07-21 19:26:00,D,1,Subject 384,White,42,Male,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,No
15BU019988,Disorderly Conduct,2015-07-24 21:30:00,D,1,Subject 986,Hispanic/Latino,26,Male,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Disorderly Conduct - All Other 13 VSA 1026 90C,FALSE,FALSE,Transported to ER
15BU020015,Traffic,2015-07-25 00:26:00,E,1,Subject 1229,White,22,Male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Negligent Operation 23 VSA 1091(A) 90Z,FALSE,FALSE,No
15BU020164,TRO/FRO Violation,2015-07-26 20:20:00,B,2,Subject 1031,White,64,Male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,FALSE,FALSE,No
15BU020296,Assault - Aggravated,2015-07-27 20:46:00,E,2,Subject 784,White,25,Male,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,No
